Time,Modified_Signal
0.0,0.0022196841132393155
0.00025,0.0017449825457325977
0.0005,0.0010920085045020682
0.00075,0.0003877617086391598
0.001,-0.0002511939483157315
0.00125,-0.0007610591863142107
0.0015,-0.0011090805866434523
0.00175,-0.0012893128469396629
0.002,-0.0013242486390827803
0.00225,-0.0012479618922121207
0.0025,-0.0011075816642757538
0.00275,-0.0009447574535409933
0.003,-0.0007932071824485615
0.00325,-0.0006667274198233385
0.0035,-0.0005708952006513934
0.00375,-0.0004980026147940428
0.004,-0.00043925654312882247
0.00425,-0.00038801527041061617
0.0045,-0.00033985624792352685
0.00475,-0.00029027542520046007
0.005,-0.00023760975525497134
0.00525,-0.00018015137895691126
0.0055,-0.00011821936395153302
0.00575,-5.254639916582398e-05
0.006,1.6678906040575352e-05
0.00625,8.999161850233709e-05
0.0065,0.00016679346681383315
0.00675,0.00024722229079509716
0.007,0.00033074743579784887
0.00725,0.0004168339733063935
0.0075,0.0005050272673581033
0.00775,0.0005975925986977914
0.008,0.0006887389005066454
0.00825,0.0007791672348286198
0.0085,0.0008707338478073346
0.00875,0.0009631460641518165
0.009,0.001050744559644716
0.00925,0.0011343373494519006
0.0095,0.0012155828814171155
0.00975,0.0012917458220788921
0.01,0.0013601696544069573
0.01025,0.0014209624644850264
0.0105,0.001473891422857849
0.01075,0.0015186167629050943
0.011,0.0015527769392069165
0.01125,0.0015786179855470284
0.0115,0.0015908664596986403
0.01175,0.0015953989093259579
0.012,0.0015851472438610287
0.01225,0.001562934786123319
0.0125,0.0015313050750523254
0.01275,0.001487031493143917
0.013,0.0014369118707301973
0.01325,0.0013755394906036383
0.0135,0.0013067515623241001
0.01375,0.0012320954297744724
0.014,0.0011494090411311056
0.01425,0.0010620878928175792
0.0145,0.000971975027865786
0.01475,0.0008765951770075009
0.015,0.0007770780480680421
0.01525,0.0006784823578467338
0.0155,0.0005773195803292564
0.01575,0.00047585303054863376
0.016,0.0003778297135970571
0.01625,0.0002784584183826617
0.0165,0.00018075608063743788
0.01675,8.73174633129824e-05
0.017,-2.4277812249088896e-06
0.01725,-8.767941393912615e-05
0.0175,-0.00016835756630749382
0.01775,-0.0002441666322149829
0.018,-0.00031542802933312087
0.01825,-0.00038169970053249935
0.0185,-0.0004429028032296995
0.01875,-0.0004990852065753927
0.019,-0.0005500845949013816
0.01925,-0.0005957951602319244
0.0195,-0.0006362852132047156
0.01975,-0.0006712333439143512
0.02,-0.0007010550596241677
0.02025,-0.0007250537680971368
0.0205,-0.0007439869529586052
0.02075,-0.0007574086272982162
0.021,-0.0007654893532875522
0.02125,-0.0007684353070214389
0.0215,-0.0007659968758046813
0.02175,-0.0007587656955539987
0.022,-0.0007467556113070644
0.02225,-0.0007298784232082047
0.0225,-0.0007083895303421553
0.02275,-0.0006824203367654481
0.023,-0.0006519482979966734
0.02325,-0.0006170342805352282
0.0235,-0.0005775816538096068
0.02375,-0.0005333201934379348
0.024,-0.00048484987715682507
0.02425,-0.00043160547316166957
0.0245,-0.0003736076044893269
0.02475,-0.0003105115262953359
0.025,-0.0002428402552198791
0.02525,-0.0001697357650004578
0.0255,-9.148907252725703e-05
0.02575,-7.4458636596733655e-06
0.026,8.236174253982029e-05
0.02625,0.0001781705855438598
0.0265,0.0002784723604197755
0.02675,0.00038304630735530614
0.027,0.0004905067162421134
0.02725,0.0006000296015665478
0.0275,0.0007093534959634976
0.02775,0.0008162794337652159
0.028,0.0009174503114924556
0.02825,0.0010144900715214637
0.0285,0.0011034879487221464
0.02875,0.0011792246837002
0.029,0.001243322857577405
0.02925,0.0012896506359051665
0.0295,0.00132061529506536
0.02975,0.0013367150474292528
0.03,0.0013350866344754295
0.03025,0.001317780154612368
0.0305,0.0012883805190603494
0.03075,0.0012434812600920237
0.031,0.0011887869392622262
0.03125,0.001126019851878686
0.0315,0.0010542528984171249
0.03175,0.0009795056836860703
0.032,0.0009024471896210523
0.03225,0.000824204542791901
0.0325,0.0007470425651246809
0.03275,0.00067205274369676
0.033,0.0005991035468829493
0.03325,0.00052783984269092
0.0335,0.00045615948437052034
0.03375,0.0003814003868519132
0.034,0.00029982681168743623
0.03425,0.00020728385983253425
0.0345,9.784944125590096e-05
0.03475,-3.266172601001591e-05
0.035,-0.0001795752788334578
0.03525,-0.0003284756869475823
0.0355,-0.0004584252884509161
0.03575,-0.000532578946628296
0.036,-0.0005242678864330024
0.03625,-0.0003923950336480027
0.0365,-0.00010725082202116136
0.03675,0.0003316684495117247
0.037,0.0008852445951200465
0.03725,0.001483837773994694
0.0375,0.0020148446777864884
0.03775,0.0023556581054509597
0.038,0.002424730117874353
0.03825,0.002153749246873611
0.0385,0.0016123163351353202
0.03875,0.0009201255328458725
0.039,0.00019937064954162959
0.03925,-0.0004467136752614534
0.0395,-0.0009516772861329143
0.03975,-0.0012908209638781512
0.04,-0.0014592444800588249
0.04025,-0.0014833776710566208
0.0405,-0.0014134903138614192
0.04075,-0.0012896020980622037
0.041,-0.0011446878493756507
0.04125,-0.0009989429251996453
0.0415,-0.0008752265922495932
0.04175,-0.0007807578825207989
0.042,-0.0007091946220689063
0.04225,-0.00064966303505369
0.0425,-0.0005963620135441074
0.04275,-0.0005431612355556953
0.043,-0.0004871581574852613
0.04325,-0.00042559651423701607
0.0435,-0.00035885290431427326
0.04375,-0.00028718321809366313
0.044,-0.00021132642500658024
0.04425,-0.000130138567439348
0.0445,-4.480348065174832e-05
0.04475,4.5543793076187805e-05
0.045,0.00013867406208497538
0.04525,0.00023622354792949494
0.0455,0.00033782990693710847
0.04575,0.00044183254237940226
0.046,0.0005463418273477381
0.04625,0.0006519700202002813
0.0465,0.0007608433931868308
0.04675,0.0008660945533712314
0.047,0.0009725387195994558
0.04725,0.0010766971096127828
0.0475,0.0011760322508311536
0.04775,0.0012701221747657828
0.048,0.0013596879855443421
0.04825,0.001442101134724646
0.0485,0.0015178590073496494
0.04875,0.001586117080310234
0.049,0.0016430280071080912
0.04925,0.0016935902824169742
0.0495,0.001731491609803173
0.04975,0.0017586140767011003
0.05,0.00177505189243899
0.05025,0.0017777721193659333
0.0505,0.0017701100528189299
0.05075,0.0017515740279914213
0.051,0.001724540132430979
0.05125,0.0016842571465298778
0.0515,0.001636619719894218
0.05175,0.0015816110620429354
0.052,0.0015179153946296682
0.05225,0.0014468139783854847
0.0525,0.001370869753428214
0.05275,0.0012885967946591058
0.053,0.0012016771774552935
0.05325,0.001109631010281342
0.0535,0.0010170525250503143
0.05375,0.0009196711783177397
0.054,0.0008255911325598599
0.05425,0.0007287895868791401
0.0545,0.0006336788651507488
0.05475,0.0005417809254158874
0.055,0.00044957708252073503
0.05525,0.0003625703567295444
0.0555,0.00027625948748137276
