Time,Amplitude
0.41,0.00942
0.41025,0.0197
0.4105,0.0321
0.41075,0.0467
0.411,0.0633
0.41125,0.0818
0.4115,0.102
0.41175,0.123
0.412,0.145
0.41225,0.168
0.4125,0.19
0.41275,0.21
0.413,0.229
0.41325,0.244
0.4135,0.256
0.41375,0.263
0.414,0.265
0.41425,0.263
0.4145,0.257
0.41475,0.246
0.415,0.231
0.41525,0.212
0.4155,0.191
0.41575,0.168
0.416,0.145
0.41625,0.121
0.4165,0.0976
0.41675,0.0758
0.417,0.0559
0.41725,0.0382
0.4175,0.0227
0.41775,0.00905
0.418,-0.00323
0.41825,-0.015
0.4185,-0.0274
0.41875,-0.0415
0.419,-0.0612
0.41925,-0.089
0.4195,-0.124
0.41975,-0.162
0.42,-0.196
0.42025,-0.216
0.4205,-0.207
0.42075,-0.153
0.421,-0.0436
0.42125,0.123
0.4215,0.34
0.42175,0.592
0.422,0.846
0.42225,1.04
0.4225,1.14
0.42275,1.12
0.423,0.975
0.42325,0.74
0.4235,0.466
0.42375,0.2
0.424,-0.0274
0.42425,-0.196
0.4245,-0.298
0.42475,-0.341
0.425,-0.337
0.42525,-0.3
0.4255,-0.244
0.42575,-0.186
0.426,-0.137
0.42625,-0.101
0.4265,-0.0761
0.42675,-0.0595
0.427,-0.0492
0.42725,-0.0419
0.4275,-0.0349
0.42775,-0.0278
0.428,-0.0201
0.42825,-0.0115
0.4285,-0.00175
0.42875,0.00923
0.429,0.0215
0.42925,0.035
0.4295,0.0498
0.42975,0.0659
0.43,0.0832
0.43025,0.102
0.4305,0.121
0.43075,0.142
0.431,0.163
0.43125,0.185
0.4315,0.207
0.43175,0.229
0.432,0.251
0.43225,0.273
0.4325,0.294
0.43275,0.314
0.433,0.332
0.43325,0.348
0.4335,0.363
0.43375,0.375
0.434,0.385
0.43425,0.391
0.4345,0.395
0.43475,0.396
0.435,0.394
0.43525,0.389
0.4355,0.381
0.43575,0.37
0.436,0.356
0.43625,0.341
0.4365,0.323
0.43675,0.303
0.437,0.281
0.43725,0.259
0.4375,0.236
0.43775,0.212
0.438,0.188
0.43825,0.164
0.4385,0.141
0.43875,0.118
0.439,0.0953
0.43925,0.0741
0.4395,0.0539
0.43975,0.035
0.44,0.0174
0.44025,0.00143
0.4405,-0.0131
0.44075,-0.0263
0.441,-0.0382
0.44125,-0.0488
0.4415,-0.0583
0.44175,-0.0666
0.442,-0.0739
0.44225,-0.0802
0.4425,-0.0856
0.44275,-0.0902
0.443,-0.094
0.44325,-0.0971
0.4435,-0.0996
0.44375,-0.102
0.444,-0.103
0.44425,-0.104
0.4445,-0.105
0.44475,-0.105
0.445,-0.106
0.44525,-0.106
0.4455,-0.106
0.44575,-0.106
0.446,-0.106
0.44625,-0.106
0.4465,-0.105
0.44675,-0.104
0.447,-0.102
0.44725,-0.0992
0.4475,-0.0958
0.44775,-0.0915
0.448,-0.0861
0.44825,-0.0795
0.4485,-0.0715
0.44875,-0.0621
0.449,-0.051
0.44925,-0.0381
0.4495,-0.0233
0.44975,-0.00624
0.45,0.013
0.45025,0.0341
0.4505,0.0564
0.45075,0.0793
0.451,0.102
0.45125,0.124
0.4515,0.145
0.45175,0.163
0.452,0.179
0.45225,0.191
0.4525,0.198
0.45275,0.201
0.453,0.199
0.45325,0.192
0.4535,0.181
0.45375,0.166
0.454,0.148
0.45425,0.128
0.4545,0.105
0.45475,0.0818
0.455,0.058
0.45525,0.035
0.4555,0.0129
0.45575,-0.00756
0.456,-0.0259
0.45625,-0.0417
0.4565,-0.0553
0.45675,-0.0672
0.457,-0.0784
0.45725,-0.0904
0.4575,-0.105
0.45775,-0.125
0.458,-0.151
0.45825,-0.185
0.4585,-0.222
0.45875,-0.256
0.459,-0.277
0.45925,-0.271
0.4595,-0.225
0.45975,-0.129
0.46,0.0289
0.46025,0.242
0.4605,0.493
0.46075,0.748
0.461,0.96
0.46125,1.08
0.4615,1.08
0.46175,0.957
0.462,0.735
0.46225,0.462
0.4625,0.192
0.46275,-0.0436
0.463,-0.223
0.46325,-0.337
0.4635,-0.388
0.46375,-0.388
0.464,-0.351
0.46425,-0.297
0.4645,-0.239
0.46475,-0.188
0.465,-0.15
0.46525,-0.123
0.4655,-0.105
0.46575,-0.0926
0.466,-0.0838
0.46625,-0.0769
0.4665,-0.0704
0.46675,-0.0633
0.467,-0.0548
0.46725,-0.0446
0.4675,-0.0328
0.46775,-0.0198
0.468,-0.00593
0.46825,0.00919
0.4685,0.0256
0.46875,0.0432
0.469,0.062
0.46925,0.0819
0.4695,0.103
0.46975,0.124
0.47,0.147
0.47025,0.169
0.4705,0.192
0.47075,0.214
0.471,0.236
0.47125,0.258
0.4715,0.278
0.47175,0.297
0.472,0.314
0.47225,0.329
0.4725,0.341
0.47275,0.351
0.473,0.358
0.47325,0.362
0.4735,0.364
0.47375,0.362
0.474,0.357
0.47425,0.35
0.4745,0.339
0.47475,0.326
0.475,0.31
0.47525,0.292
0.4755,0.273
0.47575,0.252
0.476,0.23
0.47625,0.207
0.4765,0.183
0.47675,0.16
0.477,0.136
0.47725,0.112
0.4775,0.0891
0.47775,0.0668
0.478,0.0454
0.47825,0.0252
0.4785,0.00637
0.47875,-0.011
0.479,-0.027
0.47925,-0.0416
0.4795,-0.0548
0.47975,-0.0666
0.48,-0.0772
0.48025,-0.0866
0.4805,-0.0947
0.48075,-0.102
0.481,-0.108
0.48125,-0.113
0.4815,-0.117
0.48175,-0.12
0.482,-0.123
0.48225,-0.125
0.4825,-0.126
0.48275,-0.127
0.483,-0.128
0.48325,-0.129
0.4835,-0.129
0.48375,-0.129
0.484,-0.128
0.48425,-0.128
0.4845,-0.127
0.48475,-0.127
0.485,-0.126
0.48525,-0.125
0.4855,-0.123
0.48575,-0.122
0.486,-0.119
0.48625,-0.116
0.4865,-0.112
0.48675,-0.108
0.487,-0.101
0.48725,-0.094
0.4875,-0.0849
0.48775,-0.074
0.488,-0.0611
0.48825,-0.0461
0.4885,-0.0289
0.48875,-0.00987
0.489,0.0109
0.48925,0.033
0.4895,0.056
0.48975,0.0791
0.49,0.102
0.49025,0.123
0.4905,0.142
0.49075,0.158
0.491,0.171
0.49125,0.179
0.4915,0.182
0.49175,0.181
0.492,0.175
0.49225,0.164
0.4925,0.149
0.49275,0.131
0.493,0.111
0.49325,0.0885
0.4935,0.0654
0.49375,0.0421
0.494,0.0194
0.49425,-0.00222
0.4945,-0.0223
0.49475,-0.0404
0.495,-0.0562
0.49525,-0.07
0.4955,-0.0824
0.49575,-0.0942
0.496,-0.107
0.49625,-0.121
0.4965,-0.14
0.49675,-0.164
0.497,-0.198
0.49725,-0.242
0.4975,-0.281
0.49775,-0.301
0.498,-0.289
0.49825,-0.237
0.4985,-0.138
0.49875,0.0117
0.499,0.214
0.49925,0.464
0.4995,0.721
0.49975,0.933
0.5,1.06
0.50025,1.07
0.5005,0.949
0.50075,0.732
0.501,0.466
0.50125,0.195
0.5015,-0.0416
0.50175,-0.219
0.502,-0.332
0.50225,-0.384
0.5025,-0.385
0.50275,-0.347
0.503,-0.291
0.50325,-0.234
0.5035,-0.183
0.50375,-0.143
0.504,-0.116
0.50425,-0.0987
0.5045,-0.0879
0.50475,-0.079
0.505,-0.0711
0.50525,-0.0632
0.5055,-0.0547
0.50575,-0.0451
0.506,-0.0343
0.50625,-0.0222
0.5065,-0.00898
0.50675,0.00554
0.507,0.0214
0.50725,0.0385
0.5075,0.0568
0.50775,0.0764
0.508,0.097
0.50825,0.119
0.5085,0.141
0.50875,0.164
0.509,0.187
0.50925,0.21
0.5095,0.233
0.50975,0.255
0.51,0.277
0.51025,0.297
0.5105,0.316
0.51075,0.332
0.511,0.347
0.51125,0.358
0.5115,0.368
0.51175,0.374
0.512,0.378
0.51225,0.378
0.5125,0.376
0.51275,0.37
0.513,0.362
0.51325,0.35
0.5135,0.336
0.51375,0.32
0.514,0.302
0.51425,0.282
0.5145,0.261
0.51475,0.239
0.515,0.216
0.51525,0.193
0.5155,0.169
0.51575,0.146
0.516,0.123
0.51625,0.101
0.5165,0.0794
0.51675,0.059
0.517,0.04
0.51725,0.0224
0.5175,0.00626
0.51775,-0.00843
0.518,-0.0217
0.51825,-0.0337
0.5185,-0.0443
0.51875,-0.0537
0.519,-0.0619
0.51925,-0.0689
0.5195,-0.0749
0.51975,-0.0799
0.52,-0.084
0.52025,-0.0872
0.5205,-0.0897
0.52075,-0.0916
0.521,-0.0928
0.52125,-0.0937
0.5215,-0.0942
0.52175,-0.0945
0.522,-0.0944
0.52225,-0.0941
0.5225,-0.0936
0.52275,-0.0929
0.523,-0.0921
0.52325,-0.0911
0.5235,-0.09
0.52375,-0.0886
0.524,-0.0869
0.52425,-0.0848
0.5245,-0.0822
0.52475,-0.079
0.525,-0.0749
0.52525,-0.0698
0.5255,-0.0635
0.52575,-0.0557
0.526,-0.0463
0.52625,-0.035
0.5265,-0.0217
0.52675,-0.00631
0.527,0.0112
0.52725,0.0306
0.5275,0.0518
0.52775,0.0742
0.528,0.0975
0.52825,0.121
0.5285,0.144
0.52875,0.166
0.529,0.185
0.52925,0.201
0.5295,0.213
0.52975,0.221
0.53,0.224
0.53025,0.223
0.5305,0.216
0.53075,0.206
0.531,0.191
0.53125,0.173
0.5315,0.153
0.53175,0.131
0.532,0.108
0.53225,0.0851
0.5325,0.0632
0.53275,0.0426
0.533,0.0237
0.53325,0.00668
0.5335,-0.00823
0.53375,-0.0204
0.534,-0.0298
0.53425,-0.0399
0.5345,-0.0532
0.53475,-0.0713
0.535,-0.0949
0.53525,-0.124
0.5355,-0.157
0.53575,-0.193
0.536,-0.229
0.53625,-0.246
0.5365,-0.225
0.53675,-0.154
0.537,-0.027
0.53725,0.154
0.5375,0.38
0.53775,0.634
0.538,0.88
0.53825,1.06
0.5385,1.13
0.53875,1.07
0.539,0.89
0.53925,0.636
0.5395,0.36
0.53975,0.105
0.54,-0.0993
0.54025,-0.239
0.5405,-0.308
0.54075,-0.321
0.541,-0.297
0.54125,-0.252
0.5415,-0.199
0.54175,-0.148
0.542,-0.106
0.54225,-0.0748
0.5425,-0.0554
0.54275,-0.0425
0.543,-0.0334
0.54325,-0.026
0.5435,-0.0189
0.54375,-0.0108
0.544,-0.00134
0.54425,0.00961
0.5445,0.0216
0.54475,0.0348
0.545,0.0493
0.54525,0.0652
0.5455,0.0824
0.54575,0.101
0.546,0.121
0.54625,0.142
0.5465,0.163
0.54675,0.186
0.547,0.209
0.54725,0.233
0.5475,0.257
0.54775,0.28
0.548,0.303
0.54825,0.325
0.5485,0.345
0.54875,0.364
0.549,0.381
0.54925,0.396
0.5495,0.409
0.54975,0.418
0.55,0.425
0.55025,0.429
0.5505,0.43
0.55075,0.427
0.551,0.42
0.55125,0.411
0.5515,0.399
0.55175,0.385
0.552,0.369
0.55225,0.351
0.5525,0.331
0.55275,0.311
0.553,0.289
0.55325,0.267
0.5535,0.245
0.55375,0.222
0.554,0.2
0.55425,0.178
0.5545,0.156
0.55475,0.135
0.555,0.115
0.55525,0.097
0.5555,0.0799
0.55575,0.0643
0.556,0.0504
0.55625,0.0379
0.5565,0.0268
0.55675,0.017
0.557,0.00847
0.55725,0.00108
0.5575,-0.00524
0.55775,-0.0106
0.558,-0.015
0.55825,-0.0186
0.5585,-0.0214
0.55875,-0.0236
0.559,-0.0252
0.55925,-0.0262
0.5595,-0.0269
0.55975,-0.0271
0.56,-0.0271
0.56025,-0.0268
0.5605,-0.0264
0.56075,-0.026
0.561,-0.0254
0.56125,-0.0247
0.5615,-0.0238
0.56175,-0.0226
0.562,-0.0211
0.56225,-0.0191
0.5625,-0.0165
0.56275,-0.0133
0.563,-0.00923
0.56325,-0.00421
0.5635,0.00194
0.56375,0.00938
0.564,0.0183
0.56425,0.0289
0.5645,0.0413
0.56475,0.0559
0.565,0.0727
0.56525,0.0917
0.5655,0.112
0.56575,0.135
0.566,0.157
0.56625,0.18
0.5665,0.203
0.56675,0.224
0.567,0.243
0.56725,0.259
0.5675,0.271
0.56775,0.279
0.568,0.282
0.56825,0.28
0.5685,0.273
0.56875,0.262
0.569,0.247
0.56925,0.229
0.5695,0.208
0.56975,0.186
0.57,0.162
0.57025,0.139
0.5705,0.117
0.57075,0.0971
0.571,0.0787
0.57125,0.0624
0.5715,0.0481
0.57175,0.0356
0.572,0.0243
0.57225,0.0136
0.5725,0.00225
0.57275,-0.0136
0.573,-0.0367
0.57325,-0.0672
0.5735,-0.103
0.57375,-0.139
0.574,-0.167
0.57425,-0.171
0.5745,-0.136
0.57475,-0.0518
0.575,0.088
0.57525,0.288
0.5755,0.543
0.57575,0.801
0.576,1.01
0.57625,1.14
0.5765,1.16
0.57675,1.05
0.577,0.837
0.57725,0.568
0.5775,0.297
0.57775,0.061
0.578,-0.116
0.57825,-0.227
0.5785,-0.274
0.57875,-0.267
0.579,-0.227
0.57925,-0.172
0.5795,-0.116
0.57975,-0.0674
0.58,-0.0311
0.58025,-0.0072
0.5805,0.00843
0.58075,0.0197
0.581,0.0284
0.58125,0.0359
0.5815,0.0434
0.58175,0.0517
0.582,0.0613
0.58225,0.0724
0.5825,0.0848
0.58275,0.0982
0.583,0.113
0.58325,0.129
0.5835,0.146
0.58375,0.165
0.584,0.185
0.58425,0.206
0.5845,0.228
0.58475,0.25
0.585,0.273
0.58525,0.296
0.5855,0.319
0.58575,0.342
0.586,0.364
0.58625,0.385
0.5865,0.405
0.58675,0.423
0.587,0.438
0.58725,0.452
0.5875,0.462
0.58775,0.47
0.588,0.476
0.58825,0.478
0.5885,0.477
0.58875,0.473
0.589,0.466
0.58925,0.456
0.5895,0.443
0.58975,0.427
0.59,0.41
0.59025,0.391
0.5905,0.371
0.59075,0.349
0.591,0.327
0.59125,0.304
0.5915,0.282
0.59175,0.259
0.592,0.236
0.59225,0.214
0.5925,0.193
0.59275,0.172
0.593,0.153
0.59325,0.135
0.5935,0.119
0.59375,0.104
0.594,0.0904
0.59425,0.0784
0.5945,0.0676
0.59475,0.0581
0.595,0.0498
0.59525,0.0426
0.5955,0.0364
0.59575,0.0312
0.596,0.0269
0.59625,0.0234
0.5965,0.0207
0.59675,0.0185
0.597,0.017
0.59725,0.0158
0.5975,0.0151
0.59775,0.0146
0.598,0.0144
0.59825,0.0144
0.5985,0.0147
0.59875,0.0151
0.599,0.0156
0.59925,0.0164
0.5995,0.0173
0.59975,0.0184
0.6,0.0199
0.60025,0.0219
0.6005,0.0244
0.60075,0.0275
0.601,0.0316
0.60125,0.0367
0.6015,0.0432
0.60175,0.0511
0.602,0.0609
0.60225,0.0725
0.6025,0.0861
0.60275,0.102
0.603,0.12
0.60325,0.14
0.6035,0.161
0.60375,0.184
0.604,0.207
0.60425,0.23
0.6045,0.252
0.60475,0.273
0.605,0.29
0.60525,0.304
0.6055,0.314
0.60575,0.319
0.606,0.319
0.60625,0.315
0.6065,0.306
0.60675,0.292
0.607,0.275
0.60725,0.255
0.6075,0.233
0.60775,0.21
0.608,0.186
0.60825,0.163
0.6085,0.141
0.60875,0.121
0.609,0.103
0.60925,0.0876
0.6095,0.0737
0.60975,0.0614
0.61,0.0497
0.61025,0.038
0.6105,0.0241
0.61075,0.00422
0.611,-0.0233
0.61125,-0.0575
0.6115,-0.095
0.61175,-0.129
0.612,-0.146
0.61225,-0.131
0.6125,-0.0726
0.61275,0.0394
0.613,0.213
0.61325,0.445
0.6135,0.698
0.61375,0.933
0.614,1.11
0.61425,1.19
0.6145,1.14
0.61475,0.964
0.615,0.717
0.61525,0.446
0.6155,0.191
0.61575,-0.0199
0.616,-0.167
0.61625,-0.248
0.6165,-0.272
0.61675,-0.254
0.617,-0.207
0.61725,-0.147
0.6175,-0.0913
0.61775,-0.0473
0.618,-0.015
0.61825,0.0069
0.6185,0.0208
0.61875,0.03
0.619,0.038
0.61925,0.0457
0.6195,0.0537
0.61975,0.0624
0.62,0.0723
0.62025,0.0833
0.6205,0.0956
0.62075,0.109
0.621,0.124
0.62125,0.14
0.6215,0.157
0.62175,0.176
0.622,0.195
0.62225,0.216
0.6225,0.237
0.62275,0.259
0.623,0.281
0.62325,0.304
0.6235,0.327
0.62375,0.349
0.624,0.37
0.62425,0.391
0.6245,0.41
0.62475,0.427
0.625,0.442
0.62525,0.454
0.6255,0.464
0.62575,0.472
0.626,0.476
0.62625,0.478
0.6265,0.477
0.62675,0.472
0.627,0.465
0.62725,0.455
0.6275,0.442
0.62775,0.427
0.628,0.409
0.62825,0.39
0.6285,0.37
0.62875,0.348
0.629,0.326
0.62925,0.303
0.6295,0.28
0.62975,0.257
0.63,0.234
0.63025,0.212
0.6305,0.19
0.63075,0.17
0.631,0.15
0.63125,0.132
0.6315,0.116
0.63175,0.1
0.632,0.0864
0.63225,0.0739
0.6325,0.0627
0.63275,0.0527
0.633,0.0438
0.63325,0.0361
0.6335,0.0293
0.63375,0.0235
0.634,0.0185
0.63425,0.0144
0.6345,0.0109
0.63475,0.0081
0.635,0.00581
0.63525,0.00398
0.6355,0.00251
0.63575,0.0013
0.636,0.000369
0.63625,-0.000291
0.6365,-0.000745
0.63675,-0.00103
0.637,-0.00117
0.63725,-0.00115
0.6375,-0.000951
0.63775,-0.000515
0.638,0.000227
0.63825,0.00137
0.6385,0.00303
0.63875,0.00535
0.639,0.00849
0.63925,0.0126
0.6395,0.018
0.63975,0.0248
0.64,0.0321
