Amplitude
-0.6172132590402778
-0.6724862432276929
-0.723533323116855
-0.7590445588219882
-0.7780854704610253
-0.801082709091329
-0.8338155255881414
-0.86497452662247
-0.8801989169958157
-0.9017469429996228
-0.9402810747813294
-0.9872390903556768
-1.0218527029966609
-1.0367807750272553
-1.0420763734134701
-1.0566423818308797
-1.084734411946308
-1.117486601332448
-1.1432869687411669
-1.159373397827585
-1.1849554064713792
-1.2172715277464294
-1.2288429067407565
-1.2495605865164283
-1.2971096873506376
-1.3119709430880582
-1.3133560181539619
-1.31589961406922
-1.3375935653368076
-1.3717123906667006
-1.3901700309929188
-1.3886831175768035
-1.3937895953339272
-1.4091410718381108
-1.424657540149216
-1.434226501701351
-1.4341771880546885
-1.4333507542539414
-1.4369269564512979
-1.4488654157103562
-1.4563426092731178
-1.4553850775360124
-1.4533106868274213
-1.4714750489887776
-1.503159838676141
-1.5236429839652845
-1.5225453289745177
-1.4907088798837491
-1.4613930243370958
-1.455041089193716
-1.4621915423913532
-1.47429886790985
-1.4791562102618772
-1.4779841766687138
-1.465290465823751
-1.4593855841516032
-1.4627124158112734
-1.4566585509282788
-1.4351235722382731
-1.4057396828089752
-1.3889562332780245
-1.390575576132312
-1.3990066492265625
-1.3959454737725343
-1.3713278521220587
-1.350488351399815
-1.3493021979495912
-1.3427540862581167
-1.324748977122463
-1.300178006821529
-1.2666090526105471
-1.2271033277492154
-1.2018113475380194
-1.1968468931595162
-1.182010532681945
-1.1414457019761386
-1.1075111417056116
-1.0811348719634586
-1.058057699678958
-1.0410394965169936
-1.0084280031504949
-0.9690871083405662
-0.9346275384425953
-0.9166604333902368
-0.9023847643061184
-0.8728967526488447
-0.8318746323745857
-0.7955084530153423
-0.7720545391837808
-0.7658025222893587
-0.7505266564057228
-0.718921265719336
-0.6703944462412245
-0.6302929543510436
-0.6065698781544856
-0.5879536818372433
-0.5524925931195792
-0.508750806204378
-0.45735866684425275
-0.4090169310847566
-0.3753420369674615
-0.3600165332372549
-0.3386486931386058
-0.2886779016541829
-0.23301211464006139
-0.19669552840942328
-0.18005473563754754
-0.1443563245716669
-0.08840131063191646
-0.03387757832087383
0.004545534719462163
0.04485045351241698
0.09189780709632149
0.13925738622285325
0.1780577156535907
0.19759638324694412
0.19632571233646498
0.22304899252527055
0.2743876900024435
0.33933440697675143
0.40505088225211755
0.4617505202699379
0.4959849481496254
0.5245164743815561
0.558919873024984
0.606803026509852
0.6391551240109039
0.6733494217919724
0.7111963543413469
0.7642715919548068
0.8246209672462931
0.8861214893739718
0.9334956995574718
0.970996456677369
1.0108109780923775
1.0614648802483695
1.1092076044835504
1.1558519164553613
1.1928355597418003
1.2244132113046293
1.2527037922085755
1.2746389071617286
1.3286519002051413
1.4034358756436687
1.4623562807927495
1.4916657465973402
1.5001989401592417
1.5163210025563452
1.5473416561705822
1.5813461563733529
1.6061150436197331
1.634147038332032
1.6703123901326256
1.717650871228595
1.7636397114714224
1.7878225339824088
1.7819497338172756
1.783545771133662
1.7968734734564076
1.8194827135308413
1.8467877715798822
1.8687106111350564
1.8892109411882358
1.9076716334747377
1.9314101692830312
1.9451629268970803
1.9351925995691717
1.925601899347119
1.9417147002490682
1.974067495365827
1.9994652417385221
2.0087506622823894
2.0074145604482774
2.010102991382105
2.0165098461899573
2.034873952148091
2.0374261267599754
2.0284392219760012
2.0304960502472595
2.031086879934976
2.0326552062120404
2.040086304630914
2.0390410696499397
2.015180911695111
1.9767493825811489
1.9670836144349486
1.9645227677315797
1.9641901439251452
1.9660920508698934
1.940635038369756
1.9101028526564314
1.8751135553311975
1.8613085614300615
1.8390963003108833
1.8005518115446495
1.7719281806085494
1.7514044710859116
1.7286157743749027
1.706014202058231
1.6768975618628974
1.645244563723644
1.6110672669741006
1.5731574851826875
1.5333589765328284
1.499008691040543
1.4624912308584097
1.4320597125668295
1.4058973982602965
1.3803569279063248
1.3539273513382388
1.3223516025519524
1.2777110168653167
1.2239883343427282
1.1709645450025647
1.1284208910443325
1.1088852693153795
1.1019990181587143
1.0742117480962479
