0,0.000458257
0.00025,0.000355177
0.0005,0.000226284
0.00075,9.03E-05
0.001,-3.36E-05
0.00125,-0.000135753
0.0015,-0.000210411
0.00175,-0.000256764
0.002,-0.000277922
0.00225,-0.000279296
0.0025,-0.000268
0.00275,-0.000250708
0.003,-0.000232627
0.00325,-0.000216183
0.0035,-0.000202278
0.00375,-0.000190008
0.004,-0.00017804
0.00425,-0.000165586
0.0045,-0.000152033
0.00475,-0.000136938
0.005,-0.000120149
0.00525,-0.000101682
0.0055,-8.17E-05
0.00575,-6.07E-05
0.006,-3.90E-05
0.00625,-1.66E-05
0.0065,5.91E-06
0.00675,2.83E-05
0.007,5.03E-05
0.00725,7.13E-05
0.0075,9.12E-05
0.00775,0.000110036
0.008,0.000126782
0.00825,0.000141335
0.0085,0.000153985
0.00875,0.000164726
0.009,0.000172824
0.00925,0.000178452
0.0095,0.000182193
0.00975,0.000183939
0.01,0.000183625
0.01025,0.00018164
0.0105,0.000178376
0.01075,0.000174245
0.011,0.000169258
0.01125,0.000164191
0.0115,0.000158587
0.01175,0.000153551
0.012,0.000148463
0.01225,0.000143553
0.0125,0.000139617
0.01275,0.000135918
0.013,0.00013354
0.01325,0.000131552
0.0135,0.000130177
0.01375,0.000129548
0.014,0.000128994
0.01425,0.00012864
0.0145,0.000128551
0.01475,0.000128045
0.015,0.000126858
0.01525,0.00012553
0.0155,0.000123414
0.01575,0.000120387
0.016,0.000117054
0.01625,0.00011253
0.0165,0.000107014
0.01675,0.000100933
0.017,9.42E-05
0.01725,8.68E-05
0.0175,7.87E-05
0.01775,7.01E-05
0.018,6.09E-05
0.01825,5.12E-05
0.0185,4.09E-05
0.01875,3.00E-05
0.019,1.87E-05
0.01925,7.00E-06
0.0195,-5.16E-06
0.01975,-1.76E-05
0.02,-3.03E-05
0.02025,-4.31E-05
0.0205,-5.60E-05
0.02075,-6.86E-05
0.021,-8.09E-05
0.02125,-9.26E-05
0.0215,-0.00010351
0.02175,-0.000113388
0.022,-0.000122004
0.02225,-0.000129089
0.0225,-0.000134422
0.02275,-0.000137821
0.023,-0.000139093
0.02325,-0.000138111
0.0235,-0.000134784
0.02375,-0.000129027
0.024,-0.000120958
0.02425,-0.000110612
0.0245,-9.81E-05
0.02475,-8.36E-05
0.025,-6.74E-05
0.02525,-4.97E-05
0.0255,-3.08E-05
0.02575,-1.10E-05
0.026,9.61E-06
0.02625,3.06E-05
0.0265,5.16E-05
0.02675,7.24E-05
0.027,9.25E-05
0.02725,0.000111649
0.0275,0.000129574
0.02775,0.000145839
0.028,0.00016
0.02825,0.000172135
0.0285,0.000182217
0.02875,0.000189216
0.029,0.000193642
0.02925,0.000194814
0.0295,0.000192942
0.02975,0.000188532
0.03,0.000181316
0.03025,0.000171486
0.0305,0.000159926
0.03075,0.000146325
0.031,0.000131254
0.03125,0.000115524
0.0315,9.88E-05
0.03175,8.21E-05
0.032,6.57E-05
0.03225,4.98E-05
0.0325,3.48E-05
0.03275,2.09E-05
0.033,8.29E-06
0.03325,-3.06E-06
0.0335,-1.33E-05
0.03375,-2.29E-05
0.034,-3.22E-05
0.03425,-4.19E-05
0.0345,-5.29E-05
0.03475,-6.58E-05
0.035,-8.07E-05
0.03525,-9.55E-05
0.0355,-0.00010783
0.03575,-0.000112437
0.036,-0.000104884
0.03625,-8.00E-05
0.0365,-3.20E-05
0.03675,4.02E-05
0.037,0.000132673
0.03725,0.000235285
0.0375,0.000333328
0.03775,0.000406016
0.038,0.000439852
0.03825,0.000421616
0.0385,0.000354671
0.03875,0.000257232
0.039,0.000147786
0.03925,4.42E-05
0.0395,-4.16E-05
0.03975,-0.000103215
0.04,-0.000139381
0.04025,-0.000151636
0.0405,-0.000147414
0.04075,-0.000133078
0.041,-0.000114268
0.04125,-9.42E-05
0.0415,-7.64E-05
0.04175,-6.29E-05
0.042,-5.32E-05
0.04225,-4.55E-05
0.0425,-3.88E-05
0.04275,-3.20E-05
0.043,-2.47E-05
0.04325,-1.64E-05
0.0435,-7.04E-06
0.04375,3.18E-06
0.044,1.41E-05
0.04425,2.57E-05
0.0445,3.78E-05
0.04475,5.05E-05
0.045,6.35E-05
0.04525,7.66E-05
0.0455,9.01E-05
0.04575,0.000103609
0.046,0.000116955
0.04625,0.000129761
0.0465,0.000142744
0.04675,0.000154966
0.047,0.000166531
0.04725,0.000177653
0.0475,0.000187533
0.04775,0.000196146
0.048,0.000203465
0.04825,0.000209411
0.0485,0.000213613
0.04875,0.000216437
0.049,0.000217056
0.04925,0.000216032
0.0495,0.000213226
0.04975,0.000208087
0.05,0.000201438
0.05025,0.000192606
0.0505,0.000182213
0.05075,0.000170381
0.051,0.000157738
0.05125,0.00014399
0.0515,0.000129505
0.05175,0.000115178
0.052,0.0001008
0.05225,8.66E-05
0.0525,7.31E-05
0.05275,6.04E-05
0.053,4.87E-05
0.05325,3.79E-05
0.0535,2.86E-05
0.05375,2.06E-05
0.054,1.39E-05
0.05425,9.17E-06
0.0545,5.15E-06
0.05475,3.25E-06
0.055,2.02E-06
0.05525,2.24E-06
0.0555,3.21E-06
0.05575,4.96E-06
0.056,7.21E-06
0.05625,9.84E-06
0.0565,1.27E-05
0.05675,1.56E-05
0.057,1.84E-05
0.05725,2.11E-05
0.0575,2.35E-05
0.05775,2.55E-05
0.058,2.72E-05
0.05825,2.84E-05
0.0585,2.91E-05
0.05875,2.92E-05
0.059,2.89E-05
0.05925,2.80E-05
0.0595,2.66E-05
0.05975,2.47E-05
0.06,2.22E-05
0.06025,1.94E-05
0.0605,1.61E-05
0.06075,1.25E-05
0.061,8.61E-06
0.06125,4.52E-06
0.0615,3.46E-07
0.06175,-3.81E-06
0.062,-7.78E-06
0.06225,-1.14E-05
0.0625,-1.46E-05
0.06275,-1.71E-05
0.063,-1.88E-05
0.06325,-1.96E-05
0.0635,-1.91E-05
0.06375,-1.71E-05
